Type,Post Date,Description,Amount,Check or Slip #
DEBIT,08/19/2015,"STEPHANIE OLSEN  IAT PAYPAL J222225EHRKEA   WEB ID: 770510487C",-149.55,
DEBIT,08/19/2015,"AMERICAN EXPRESS AXP DISCNT 3128961497      CCD ID: 1134992250",-135.84,
DEBIT,08/19/2015,"PAYPAL           INST XFER  JWFREDERICK     WEB ID: PAYPALSI77",-100.00,
DEBIT,08/19/2015,"Vimeo Plus+ 000-000-0000 NY                  08/19",-59.95,
DEBIT,08/18/2015,"APL* ITUNES.COM/BILL 866-712-7753 CA         08/17",-6.36,
DEBIT,08/18/2015,"Chase QuickPay Electronic Transfer 4794446167 to Nicole",-660.00,
CREDIT,08/17/2015,"ATM CHECK DEPOSIT 08/15 800 MADISON ST OAK PARK IL",3500.00,
DEBIT,08/17/2015,"WPCHRG.COM 8772733049 CA                     08/14",-5.00,
DEBIT,08/17/2015,"POLLSTAR 559-2717900 CA                      08/14",-17.50,
DEBIT,08/17/2015,"GRASSHOPPER GROUP, LLC 650-6222200 MA        08/14",-41.30,
DEBIT,08/17/2015,"Chase QuickPay Electronic Transfer 4791945535 to Eric",-780.00,
DEBIT,08/14/2015,"BUZZSTREAM 512-6328401 TX                    08/12",-99.00,
DEBIT,08/14/2015,"Chase QuickPay Electronic Transfer 4786422686 to Josh",-780.00,
DEBIT,08/14/2015,"YESWARE - 855-937-927 855-937-9273 MA        08/13",-25.00,
CREDIT,08/13/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",3000.00,
DEBIT,08/13/2015,"GRK GREEK KITCHEN CHICAGO IL                 08/11",-20.53,
DEBIT,08/13/2015,"Online Transfer to  CHK ...0806 transaction#: 4782205093 08/13",-1700.00,
CREDIT,08/12/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",2865.60,
DEBIT,08/12/2015,"BITESIZE PR 312-5505716 IL                   08/10",-89.00,
CHECK,08/12/2015,"CHECK 199 ",-1000.00,199
DEBIT,08/11/2015,"ATT*BILL PAYMENT 800-288-2020 TX             08/11",-189.71,
DEBIT,08/11/2015,"GOTOCITRIX.COM 855-837-1750 CA               08/11",-39.20,
CREDIT,08/10/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",2388.00,
DEBIT,08/10/2015,"Beyond Hosting, LLC 513-299-7108 OH          08/08",-136.96,
DEBIT,08/10/2015,"SHELL OIL 54168880034 PLEASANT VW TN         08/09",-17.11,
DEBIT,08/10/2015,"Payment to Chase card ending in 4107 08/10",-60.00,
DEBIT,08/10/2015,"GRIND LLC BENJAMIN@GRIN NY                   08/07",-325.00,
DEBIT,08/10/2015,"BUFFER 415-539-0176 CA                       08/09",-10.00,
DEBIT,08/10/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        08/09",-7.15,
DEBIT,08/10/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        08/08",-7.04,
DEBIT,08/07/2015,"WWW SEMRUSH COM 855-814-4510 VA              08/04",-69.95,
DEBIT,08/07/2015,"SPEEDWAY 06672 HOB HOBART IN                 08/06",-26.31,
DEBIT,08/07/2015,"SHELL OIL 51654630022 MUNFORDVILLE KY        08/06",-20.87,
DEBIT,08/06/2015,"WPCHRG.COM 8772733049 CA                     08/05",5.00,
DEBIT,08/06/2015,"GOOGLE *Google Stora GOOGLE.COM/CH CA        08/06",-1.99,
DEBIT,08/06/2015,"STEPHANIE OLSEN  IAT PAYPAL 47F228YK3REBC   WEB ID: 770510487C",-660.00,
DEBIT,08/06/2015,"GOOGLE*SVCS      APPS_EPICP 8805448         CCD ID: 0000854521",-60.63,
DEBIT,08/06/2015,"TOOFR.COM 415-993-8663 CA                    08/05",-20.00,
DEBIT,08/06/2015,"CUE SOCIAL LLC 330-552-8283 OH               08/05",-9.00,
CREDIT,08/05/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",1146.24,
DEBIT,08/05/2015,"WPCHRG.COM 877-273-3049 CA                   08/04",-5.00,
DEBIT,08/05/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        08/04",-11.80,
CREDIT,08/04/2015,"ATM CHECK DEPOSIT 08/04 1959 W DIVISION ST CHICAGO IL",2000.00,
DEBIT,08/04/2015,"Chase QuickPay Electronic Transfer 4765634279 to Nicole",-660.00,
DEBIT,08/04/2015,"GRIND LLC BENJAMIN@GRIN NY                   08/03",-325.00,
DEBIT,08/04/2015,"BKCD PROCESSING  BKCD M DSC 271503371566    CCD ID: 9000477845",-108.46,
DEBIT,08/04/2015,"AUTHNET GATEWAY  BILLING    39395965        CCD ID: 1870568569",-10.00,
CREDIT,08/03/2015,"AMERICAN EXPRESS SETTLEMENT 3128961497      CCD ID: 1134992250",4695.00,
DEBIT,08/03/2015,"GOOGLE *SVCSAPPS_EPI CC@GOOGLE.COM CA        08/02",-5.00,
DEBIT,08/03/2015,"ICONFINDER +4531421296                       08/02",-5.00,
DEBIT,08/03/2015,"ICONFINDER +4531421296                       08/02",-5.00,
DEBIT,08/03/2015,"Chase QuickPay Electronic Transfer 4763667631 to Eric",-780.00,
DEBIT,08/03/2015,"PAYPAL           INST XFER  IPCREDIT        WEB ID: PAYPALSI77",-997.00,
DEBIT,08/03/2015,"INFUSIONSOFT 866-8000004 AZ                  07/30",-299.00,
DEBIT,08/03/2015,"PAYPAL           INST XFER  FACEBOOK        WEB ID: PAYPALSI77",-232.12,
DEBIT,08/03/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        08/01",-12.79,
DEBIT,08/03/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        08/01",-11.55,
DEBIT,08/03/2015,"INSIGHTLY CRM 800-853-1438 CA                08/01",-9.00,
DEBIT,07/31/2015,"BRIDGE HOUSE TAVERN ON CHICAGO IL            07/29",-39.32,
DEBIT,07/31/2015,"312 CHICAGO ENCORE CHICAGO IL                07/29",-23.89,
DEBIT,07/31/2015,"SUSHI MIKE'S CHICAGO IL                      07/30",-118.12,
DEBIT,07/31/2015,"Chase QuickPay Electronic Transfer 4758255494 to Josh",-780.00,
DEBIT,07/31/2015,"INSTAPAGE 855-557-5585 CA                    07/30",-79.00,
DEBIT,07/31/2015,"PAYPAL           INST XFER  PACOLEMAN02     WEB ID: PAYPALSI77",-33.00,
DEBIT,07/31/2015,"PAYPAL           INST XFER  SWILLIA1988     WEB ID: PAYPALSI77",-33.00,
DEBIT,07/31/2015,"PAYPAL           INST XFER  BUNNYNJOSH      WEB ID: PAYPALSI77",-33.00,
DEBIT,07/31/2015,"PAYPAL           INST XFER  TXTEEREX        WEB ID: PAYPALSI77",-33.00,
DEBIT,07/31/2015,"PAYPAL           INST XFER  47F228Y5CG99A   WEB ID: PAYPALSI77",-33.00,
DEBIT,07/31/2015,"PAYPAL           INST XFER  AMYMCLAUGHL     WEB ID: PAYPALSI77",-33.00,
DEBIT,07/31/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        07/31",-15.89,
DEBIT,07/30/2015,"APL* ITUNES.COM/BILL 866-712-7753 CA         07/29",-5.30,
DEBIT,07/30/2015,"Online Transfer to  CHK ...0806 transaction#: 4756458977 07/30",-1700.00,
DEBIT,07/30/2015,"GRIND LLC BENJAMIN@GRIN NY                   07/29",-25.00,
DEBIT,07/29/2015,"Piece Brewery & Pizzeri Chicago IL           07/27",-25.09,
DEBIT,07/29/2015,"UPWORK**PAYMENT 650-8534100 CA               07/28",-73.33,
DEBIT,07/29/2015,"PAYPAL           INST XFER  BANDCAMP        WEB ID: PAYPALSI77",-1.00,
DEBIT,07/28/2015,"WPENGINE.COM 877-973-6446 TX                 07/27",-209.00,
DEBIT,07/28/2015,"PAYPAL           INST XFER  UNLAWFULA       WEB ID: PAYPALSI77",-100.00,
DEBIT,07/28/2015,"ADOBE *PS CREATIVE CL 800-833-6687 CA        07/27",-21.24,
DEBIT,07/28/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        07/27",-15.56,
DEBIT,07/28/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        07/27",-14.46,
DEBIT,07/27/2015,"PAYPAL           INST XFER  MATTDEWINE      WEB ID: PAYPALSI77",-50.00,
DEBIT,07/27/2015,"LASTPASS.COM 703-712-8315 VA                 07/23",-9.95,
DEBIT,07/27/2015,"DTELEPATHY FILAMENTPR 619-225-6220 CA        07/24",-9.00,
DEBIT,07/24/2015,"PAYPAL           INST XFER  ONLINEJOBSP     WEB ID: PAYPALSI77",-49.00,
DEBIT,07/23/2015,"ZAPIER.COM 8773818743 CA                     07/20",-15.00,
DEBIT,07/23/2015,"MAJESTICSEO.COM BIRMINGHAM                   07/22",-49.99,
DEBIT,07/23/2015,"APL* ITUNES.COM/BILL 866-712-7753 CA         07/23",-0.99,
DEBIT,07/23/2015,"ADY*Spotify USA 646-8375380 NY               07/22",-9.99,
DEBIT,07/23/2015,"WUFOO.COM/CHARGE 813-4213676 CA              07/22",-14.95,
DEBIT,07/23/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        07/23",-13.37,
DEBIT,07/22/2015,"DNH*GODADDY.COM 480-5058855 AZ               07/21",-29.99,
DEBIT,07/22/2015,"STEPHANIE OLSEN  IAT PAYPAL 47F228XHWYNEN   WEB ID: 770510487C",-660.00,
DEBIT,07/22/2015,"VERIZON WIRELESS PAYMENTS                   PPD ID: 7223344794",-201.37,
DEBIT,07/21/2015,"DNH*GODADDY.COM 480-5058855 AZ               07/20",-59.98,
DEBIT,07/21/2015,"Chase QuickPay Electronic Transfer 4738069276 to Nicole",-660.00,
DEBIT,07/21/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        07/20",-24.24,
DEBIT,07/20/2015,"THE SUNRISE CAFE CHICAGO IL                  07/16",-28.65,
DEBIT,07/20/2015,"APL* ITUNES.COM/BILL 866-712-7753 CA         07/18",-16.98,
DEBIT,07/20/2015,"HIGH DIVE CHICAGO IL                         07/18",-59.19,
DEBIT,07/20/2015,"Chase QuickPay Electronic Transfer 4764205168 to Eric",-1521.00,
DEBIT,07/20/2015,"Chase QuickPay Electronic Transfer 4735911628 to Eric",-780.00,
DEBIT,07/20/2015,"PAYPAL           INST XFER  JWFREDERICK     WEB ID: PAYPALSI77",-250.00,
DEBIT,07/20/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        07/20",-20.48,
DEBIT,07/20/2015,"UBER 866-576-1039 CA                         07/19",-11.28,
DEBIT,07/20/2015,"PAYPAL           INST XFER  BANDCAMP        WEB ID: PAYPALSI77",-1.00,
DEBIT,07/20/2015,"PAYPAL           INST XFER  BANDCAMP        WEB ID: PAYPALSI77",-1.00,
DEBIT,07/17/2015,"ZIPRECRUITER, INC. 8772521062 CA             07/16",99.00,
CREDIT,07/17/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",1910.40,
DEBIT,07/17/2015,"IMPARK00220091A CHICAGO IL                   07/16",-40.00,
DEBIT,07/17/2015,"Chase QuickPay Electronic Transfer 4731441214 to Josh",-780.00,
DEBIT,07/17/2015,"PAYPAL           INST XFER  MARK BUTLER     WEB ID: PAYPALSI77",-650.00,
DEBIT,07/16/2015,"DIGITAL MARKETING WWW.EZS3.COM               07/15",-20.00,
DEBIT,07/16/2015,"VENTRA ACCOUNT CHICAGO IL                    07/15",-2.25,
DEBIT,07/16/2015,"Online Transfer to  CHK ...0806 transaction#: 4729238050 07/16",-1700.00,
DEBIT,07/15/2015,"FIX YOUR FUNNEL 760-5667672 UT               07/13",-59.00,
DEBIT,07/15/2015,"WPCHRG.COM 8772733049 CA                     07/14",-5.00,
DEBIT,07/15/2015,"DUNKIN #344543     Q35 CHICAGO IL            07/14",-2.85,
DEBIT,07/15/2015,"VENTRA ACCOUNT CHICAGO IL                    07/14",-2.25,
DEBIT,07/15/2015,"Chase QuickPay Electronic Transfer 4754827515 to Eric",-750.00,
DEBIT,07/15/2015,"MINCE TUTING     IAT PAYPAL 47F228X2MNHZY   WEB ID: 770510487C",-653.25,
DEBIT,07/15/2015,"YESWARE - 855-937-927 855-937-9273 MA        07/13",-25.00,
CREDIT,07/14/2015,"ATM CHECK DEPOSIT 07/14 2 N LA SALLE ST CHICAGO IL",7500.00,
CREDIT,07/14/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",2865.60,
DEBIT,07/14/2015,"UPWORK**BAL-12JUL 650-8534100 CA             07/13",-68.33,
DEBIT,07/14/2015,"BUZZ CAFE OAK PARK IL                        07/13",-8.76,
DEBIT,07/14/2015,"ATM WITHDRAWAL                       003911  07/142 N LA SA",-100.00,
DEBIT,07/14/2015,"Payment to Chase card ending in 4107 07/14",-19.02,
DEBIT,07/14/2015,"DreamHost  dh-fee.com 877-8294070 CA         07/13",-141.30,
DEBIT,07/13/2015,"Piece Brewery & Pizzeri Chicago IL           07/09",-68.91,
DEBIT,07/13/2015,"Beyond Hosting, LLC 513-299-7108 OH          07/10",-56.97,
DEBIT,07/13/2015,"STARBUCKS #02635 CHICAG Chicago IL           07/10",-5.14,
DEBIT,07/13/2015,"UNCOMMON GROUND IN CHICAGO IL                07/10",-26.31,
DEBIT,07/13/2015,"VENTRA ACCOUNT CHICAGO IL                    07/10",-2.25,
DEBIT,07/13/2015,"JEWEL #3288 OAK PARK IL                      07/12",-15.81,
CHECK,07/13/2015,"CHECK 197 ",-600.00,197
DEBIT,07/13/2015,"ZIPRECRUITER, INC. 877-252-1062 CA           07/12",-99.00,
DEBIT,07/13/2015,"BITESIZE PR 312-5505716 IL                   07/10",-89.00,
DEBIT,07/13/2015,"PAYPAL           INST XFER  AKSMT.COM       WEB ID: PAYPALSI77",-5.00,
DEBIT,07/10/2015,"CRAIGSLIST.ORG 415-399-5200 CA               07/09",-25.00,
DEBIT,07/10/2015,"INDEED 203-564-2400 CT                       07/09",-25.21,
DEBIT,07/10/2015,"WPCHRG.COM 8772733049 CA                     07/09",-59.00,
DEBIT,07/10/2015,"BUFFER 415-539-0176 CA                       07/09",-10.00,
DEBIT,07/09/2015,"VENTRA ACCOUNT CHICAGO IL                    07/08",-2.25,
CREDIT,07/08/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",1194.00,
DEBIT,07/08/2015,"UPWORK**BAL-05JUL 650-8534100 CA             07/06",-134.67,
DEBIT,07/08/2015,"GRASSHOPPER GROUP, LLC 650-6222200 MA        07/07",-41.30,
DEBIT,07/08/2015,"IN *GRIND 646-5583250 NY                     07/07",-375.00,
DEBIT,07/08/2015,"AVANGATE*AWRCLOUD.COM AMSTERDAM              07/07",-199.00,
DEBIT,07/08/2015,"Payment to Chase card ending in 4107 07/08",-1333.39,
DEBIT,07/08/2015,"STEPHANIE OLSEN  IAT PAYPAL 47F228WKU5PB2   WEB ID: 770510487C",-660.00,
DEBIT,07/07/2015,"www.semrush.com LONDON                       07/05",-69.95,
DEBIT,07/07/2015,"WPCHRG.COM 8772733049 CA                     07/06",-35.00,
DEBIT,07/07/2015,"Chase QuickPay Electronic Transfer 4708400887 to Nicole",-660.00,
DEBIT,07/06/2015,"CCBill.com  *Mayflower 888-5969279 AZ        07/02",-24.95,
DEBIT,07/06/2015,"GOOGLE *SVCSAPPS_AUS CC@GOOGLE.COM CA        07/04",-15.00,
DEBIT,07/06/2015,"Beyond Hosting, LLC 513-299-7108 OH          07/05",-15.00,
DEBIT,07/06/2015,"GOOGLE *Google Stora GOOGLE.COM/CH CA        07/05",-1.99,
DEBIT,07/06/2015,"Chase QuickPay Electronic Transfer 4706595985 to Eric",-780.00,
DEBIT,07/06/2015,"GOTOCITRIX.COM 855-837-1750 CA               07/05",-79.20,
DEBIT,07/06/2015,"GOOGLE*SVCS      APPS_EPICP 3648775         CCD ID: 0000854521",-53.00,
DEBIT,07/06/2015,"TOOFR.COM 415-993-8663 CA                    07/05",-20.00,
DEBIT,07/06/2015,"CUE SOCIAL LLC 330-552-8283 OH               07/05",-9.00,
DEBIT,07/06/2015,"PAYPAL           INST XFER  BANDCAMP        WEB ID: PAYPALSI77",-1.00,
DEBIT,07/06/2015,"PAYPAL           INST XFER  BANDCAMP        WEB ID: PAYPALSI77",-1.00,
DEBIT,07/03/2015,"SURVIVALLIFE.COM 512-3663332 TX              06/30",-19.95,
DEBIT,07/03/2015,"BRIDGE HOUSE TAVERN ON CHICAGO IL            07/01",-25.44,
DEBIT,07/03/2015,"GOOGLE *SVCSAPPS_EPI CC@GOOGLE.COM CA        07/02",-5.00,
DEBIT,07/03/2015,"Beyond Hosting, LLC 513-299-7108 OH          07/02",-64.99,
DEBIT,07/03/2015,"ADESPRESSO, INC. 415-688-9467 CA             07/02",-49.00,
DEBIT,07/03/2015,"Chase QuickPay Electronic Transfer 4701794356 to Josh",-780.00,
DEBIT,07/02/2015,"IN *GRIND 646-5583250 NY                     07/01",-25.00,
DEBIT,07/02/2015,"SPAREHIRE.COM STRIPE.COM NY                  07/01",-220.00,
DEBIT,07/02/2015,"Online Transfer to  CHK ...0806 transaction#: 4699643247 07/02",-1700.00,
DEBIT,07/02/2015,"PAYPAL           INST XFER  IPCREDIT        WEB ID: PAYPALSI77",-997.00,
DEBIT,07/02/2015,"INFUSIONSOFT 866-8000004 AZ                  06/30",-299.00,
DEBIT,07/02/2015,"BKCD PROCESSING  BKCD M DSC 271503371566    CCD ID: 9000477845",-214.05,
DEBIT,07/02/2015,"AUTHNET GATEWAY  BILLING    39088718        CCD ID: 1870568569",-10.00,
DEBIT,07/02/2015,"INSIGHTLY CRM 800-853-1438 CA                07/01",-9.00,
DEBIT,07/02/2015,"PAYPAL           INST XFER  LALA LALA       WEB ID: PAYPALSI77",-1.00,
DEBIT,07/01/2015,"VENTRA ACCOUNT CHICAGO IL                    06/30",-2.25,
DEBIT,07/01/2015,"Chase QuickPay Electronic Transfer 4726658175 to Josh",-507.00,
DEBIT,07/01/2015,"PAYPAL           INST XFER  FACEBOOK        WEB ID: PAYPALSI77",-115.08,
DEBIT,07/01/2015,"PAYPAL           INST XFER  UNLAWFULA       WEB ID: PAYPALSI77",-100.00,
DEBIT,07/01/2015,"INSTAPAGE 855-557-5585 CA                    06/30",-79.00,
DEBIT,06/30/2015,"UPWORK**BAL-28JUN 650-8534100 CA             06/29",-133.33,
DEBIT,06/30/2015,"Online Transfer to SAV ...5998 transaction#: 4722596163 06/30",-11000.00,
CREDIT,06/29/2015,"ATM CHECK DEPOSIT 06/29 1551 N KINGSBURY ST CHICAGO IL",3000.00,
DEBIT,06/29/2015,"THE SUNRISE CAFE CHICAGO IL                  06/25",-27.00,
DEBIT,06/29/2015,"HIGH DIVE CHICAGO IL                         06/25",-61.52,
DEBIT,06/29/2015,"COMMONS CLUB CHICAGO IL                      06/26",-29.21,
DEBIT,06/29/2015,"BRIDGE HOUSE TAVERN ON CHICAGO IL            06/25",-25.99,
CREDIT,06/26/2015,"FEDWIRE CREDIT VIA: BANK OF AMERICA, N.A./026009593 B/O: CURRENCYFAIR LIMITED TRADING DUBLIN 6, IRELAND REF: CHASE NYC/CTR/BNF=ACTUALIZE INDUSTRIES LLC DBA EPIC OAK PARK, IL 60304 2211/AC-000000002180 RFB=210709 153 17068 OBI=CURRENCYFAIR CURRENCYFAIR JUNE15 BBI=/OCMT/USD2250,00/ IMAD: 0626B6B7HU2R002964 TRN: 0539909177FF",2250.00,
DEBIT,06/26/2015,"GT FISH & OYSTER CHICAGO IL                  06/24",-290.95,
DEBIT,06/26/2015,"SQ *ATOMIX Chicago IL                        06/25",-12.50,
DEBIT,06/26/2015,"ADOBE *PS CREATIVE CL 800-833-6687 CA        06/25",-21.24,
DEBIT,06/26/2015,"UBER 866-576-1039 CA                         06/25",-15.04,
DEBIT,06/26/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        06/25",-7.57,
DEBIT,06/26/2015,"INCOMING DOMESTIC WIRE FEE",-15.00,
DEBIT,06/25/2015,"BRIDGE HOUSE TAVERN ON CHICAGO IL            06/23",-19.47,
DEBIT,06/25/2015,"VENTRA ACCOUNT CHICAGO IL                    06/24",-2.25,
DEBIT,06/25/2015,"SOUTH BRANCH CHICAGO IL                      06/24",-34.00,
DEBIT,06/25/2015,"MINCE TUTING     IAT PAYPAL 47F228VQCX24G   WEB ID: 770510487C",-700.00,
DEBIT,06/25/2015,"DTELEPATHY FILAMENTPR 619-225-6220 CA        06/24",-9.00,
DEBIT,06/24/2015,"WPCHRG.COM 8772733049 CA                     06/23",-5.00,
DEBIT,06/24/2015,"UPWORK**BAL-21JUN 650-8534100 CA             06/22",-50.00,
DEBIT,06/24/2015,"STEPHANIE OLSEN  IAT PAYPAL 47F228VP434UA   WEB ID: 770510487C",-660.00,
DEBIT,06/24/2015,"VERIZON WIRELESS PAYMENTS                   PPD ID: 7223344794",-266.38,
DEBIT,06/24/2015,"DNH*GODADDY.COM 480-5058855 AZ               06/23",-83.67,
DEBIT,06/24/2015,"PAYPAL           INST XFER  ONLINEJOBSP     WEB ID: PAYPALSI77",-49.00,
DEBIT,06/23/2015,"MAJESTICSEO.COM BIRMINGHAM                   06/22",-49.99,
DEBIT,06/23/2015,"Chase QuickPay Electronic Transfer 4682411421 to Nicole",-660.00,
DEBIT,06/23/2015,"EBNU SUDARSO     IAT PAYPAL 47F228VL8ARA2   WEB ID: 770510487C",-175.00,
DEBIT,06/23/2015,"DNH*GODADDY.COM 480-5058855 AZ               06/22",-29.99,
DEBIT,06/23/2015,"WUFOO.COM/CHARGE 813-4213676 CA              06/22",-14.95,
DEBIT,06/23/2015,"LASTPASS.COM 703-712-8315 VA                 06/22",-9.95,
DEBIT,06/22/2015,"HIGH DIVE CHICAGO IL                         06/18",-72.66,
DEBIT,06/22/2015,"THE OLD OAK TAP CHICAGO IL                   06/21",-66.00,
DEBIT,06/22/2015,"COGI, INC. 805-6244374 CA                    06/21",-10.82,
DEBIT,06/22/2015,"Chase QuickPay Electronic Transfer 4679679669 to Eric",-780.00,
DEBIT,06/22/2015,"Chase QuickPay Electronic Transfer 4707278650 to Eric",-1209.00,
DEBIT,06/22/2015,"PAYPAL           INST XFER  CHIRP RADIO     WEB ID: PAYPALSI77",-280.00,
DEBIT,06/22/2015,"WPENGINE.COM 877-973-6446 TX                 06/20",-209.00,
DEBIT,06/22/2015,"ZAPIER.COM 877-381-8743 CA                   06/19",-15.00,
DEBIT,06/22/2015,"LASTPASS.COM 703-712-8315 VA                 06/19",-12.00,
DEBIT,06/22/2015,"Spotify USA 877-778-1161 NY                  06/19",-9.99,
DEBIT,06/22/2015,"PAYPAL           INST XFER  BANDCAMP        WEB ID: PAYPALSI77",-1.00,
DEBIT,06/22/2015,"PAYPAL           INST XFER  BANDCAMP        WEB ID: PAYPALSI77",-1.00,
DEBIT,06/19/2015,"KAJABI LLC 855-4525224 CA                    06/17",-9.97,
DEBIT,06/19/2015,"Chase QuickPay Electronic Transfer 4674347661 to Josh",-780.00,
CREDIT,06/18/2015,"ATM CHECK DEPOSIT 06/18 1551 N KINGSBURY ST CHICAGO IL",2000.00,
DEBIT,06/18/2015,"Online Transfer to  CHK ...0806 transaction#: 4671757082 06/18",-1700.00,
DEBIT,06/18/2015,"Online Transfer to CHK ...0806 transaction#: 4700301698 06/18",-255.00,
DEBIT,06/18/2015,"ATM WITHDRAWAL                       001439  06/181551 N KI",-60.00,
DEBIT,06/17/2015,"UPWORK**BAL-14JUN 650-8534100 CA             06/15",-43.33,
DEBIT,06/17/2015,"CREATIVEMARKET.COM 4153563291 CA             06/16",-39.00,
DEBIT,06/16/2015,"DIGITAL MARKETING WWW.EZS3.COM               06/15",-20.00,
DEBIT,06/16/2015,"Payment to Chase card ending in 4107 06/16",-1500.00,
DEBIT,06/15/2015,"VENTRA ACCOUNT CHICAGO IL                    06/12",-4.50,
DEBIT,06/15/2015,"FIX YOUR FUNNEL 760-5667672 UT               06/13",-59.00,
DEBIT,06/15/2015,"WPCHRG.COM 8772733049 CA                     06/14",-5.00,
DEBIT,06/15/2015,"VENTRA ACCOUNT CHICAGO IL                    06/13",-2.25,
DEBIT,06/15/2015,"THALIA HALL CHICAGO IL                       06/13",-24.89,
DEBIT,06/15/2015,"DOUBLE DOOR CHICAGO IL                       06/13",-20.00,
DEBIT,06/15/2015,"DNH*GODADDY.COM 480-5058855 AZ               06/12",-31.34,
DEBIT,06/15/2015,"YESWARE - 855-937-927 855-937-9273 MA        06/13",-25.00,
DEBIT,06/15/2015,"DreamHost  dh-fee.com 877-8294070 CA         06/13",-21.90,
DEBIT,06/15/2015,"PAYPAL           INST XFER  AKSMT.COM       WEB ID: PAYPALSI77",-5.00,
CREDIT,06/12/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",2865.60,
DEBIT,06/12/2015,"BITESIZE PR 312-5505716 IL                   06/10",-89.00,
DEBIT,06/12/2015,"DNH*GODADDY.COM 480-5058855 AZ               06/11",-62.33,
DEBIT,06/11/2015,"Beyond Hosting, LLC 513-299-7108 OH          06/10",-56.97,
CREDIT,06/10/2015,"BKCD PROCESSING  BKCD CRGBK 271503371566    CCD ID: 9000477845",7000.00,
DEBIT,06/10/2015,"UPWORK**BAL-07JUN 650-8534100 CA             06/08",-16.67,
DEBIT,06/10/2015,"STEPHANIE OLSEN  IAT PAYPAL 47F228UR449UL   WEB ID: 770510487C",-660.00,
DEBIT,06/10/2015,"BUFFER 415-539-0176 CA                       06/09",-10.00,
CREDIT,06/09/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",1194.00,
DEBIT,06/09/2015,"Chase QuickPay Electronic Transfer 4682411413 to Nicole",-660.00,
DEBIT,06/09/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",-3074.70,
CREDIT,06/08/2015,"ATM CHECK DEPOSIT 06/06 800 MADISON ST OAK PARK IL",4000.00,
DEBIT,06/08/2015,"www.semrush.com LONDON                       06/05",-69.95,
DEBIT,06/08/2015,"Beyond Hosting, LLC 513-299-7108 OH          06/05",-15.00,
DEBIT,06/08/2015,"GOOGLE *Google Stora GOOGLE.COM/CH CA        06/05",-1.99,
DEBIT,06/08/2015,"WPCHRG.COM 8772733049 CA                     06/06",-35.00,
DEBIT,06/08/2015,"GRASSHOPPER GROUP, LLC 650-6222200 MA        06/07",-41.31,
DEBIT,06/08/2015,"IN *GRIND 646-5583250 NY                     06/07",-375.00,
DEBIT,06/08/2015,"AVANGATE*AWRCLOUD.COM AMSTERDAM              06/07",-199.00,
DEBIT,06/08/2015,"Chase QuickPay Electronic Transfer 4649755041 to Eric",-780.00,
CHECK,06/08/2015,"CHECK 191 ",-600.00,191
DEBIT,06/08/2015,"PAYPAL           INST XFER  IPCREDIT        WEB ID: PAYPALSI77",-500.00,
DEBIT,06/08/2015,"TOOFR.COM 415-993-8663 CA                    06/05",-20.00,
DEBIT,06/08/2015,"CUE SOCIAL LLC 330-552-8283 OH               06/05",-9.00,
DEBIT,06/05/2015,"BRIDGE HOUSE TAVERN ON CHICAGO IL            06/03",-23.89,
DEBIT,06/05/2015,"GOOGLE *SVCSAPPS_EPI CC@GOOGLE.COM CA        06/04",-5.00,
DEBIT,06/05/2015,"Chase QuickPay Electronic Transfer 4645438791 to Josh",-780.00,
DEBIT,06/05/2015,"EBNU SUDARSO     IAT PAYPAL 47F228UFCHN38   WEB ID: 770510487C",-175.00,
DEBIT,06/05/2015,"GOTOCITRIX.COM 855-837-1750 CA               06/05",-79.20,
DEBIT,06/05/2015,"GOOGLE*SVCS      APPS_EPICP 1865502         CCD ID: 0000854521",-40.47,
CREDIT,06/04/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",12452.94,
DEBIT,06/04/2015,"VENTRA ACCOUNT CHICAGO IL                    06/03",-2.25,
